year,estratopri,aoj21,colseg,ur,q1,q2,m1,trust,pr5,ideologia
2021.0,Central,Delincuentes comunes,Igual,,,38.0,Negativa,,,
2021.0,Central,,,,,32.0,,,,
2021.0,Central,,,,,22.0,,,,
2021.0,Oriental,Crimen organizado,Igual,,,43.0,Neutra,,,
2021.0,Central,Crimen organizado,Peor,,,54.0,Negativa,,,Izquierda
2021.0,Amazonia,,,,,30.0,,,,
2021.0,Amazonia,,,,,44.0,,,,
2021.0,Atlántica,Guerrillas,Peor,,,49.0,Negativa,,,
2021.0,Central,,,,,60.0,,,,
2021.0,Bogotá,Delincuentes comunes,Igual,,,43.0,Positiva,,,Centro derecha
2021.0,Atlántica,Crimen organizado,Peor,,,74.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,33.0,,,,
2021.0,Oriental,,,,,49.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,38.0,Negativa,,,
2021.0,Oriental,Crimen organizado,Peor,,,44.0,Positiva,,,Derecha
2021.0,Oriental,Crimen organizado,Igual,,,23.0,Positiva,,,Izquierda
2021.0,Pacífica,,,,,54.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,66.0,Positiva,,,
2021.0,Central,,,,,56.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Central,,,,,47.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,43.0,Neutra,,,Derecha
2021.0,Atlántica,Guerrillas,Peor,,,45.0,Negativa,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,63.0,Negativa,,,
2021.0,Central,Delincuentes comunes,Mejor,,,40.0,Positiva,,,
2021.0,Pacífica,Guerrillas,Mejor,,,57.0,Positiva,,,Centro
2021.0,Atlántica,,,,,40.0,,,,
2021.0,Central,,,,,47.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,37.0,Negativa,,,
2021.0,Bogotá,Crimen organizado,Peor,,,32.0,Positiva,,,
2021.0,Oriental,,,,,32.0,,,,
2021.0,Atlántica,,,,,35.0,,,,
2021.0,Oriental,Guerrillas,Mejor,,,68.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,50.0,,,,
2021.0,Central,Crimen organizado,Peor,,,30.0,Negativa,,,Izquierda
2021.0,Central,Crimen organizado,Igual,,,27.0,Negativa,,,Izquierda
2021.0,Central,,,,,40.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,49.0,Negativa,,,Derecha
2021.0,Oriental,,,,,47.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,41.0,Negativa,,,Centro izquierda
2021.0,Pacífica,,,,,20.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,58.0,Neutra,,,Derecha
2021.0,Central,Delincuentes comunes,Peor,,,37.0,Neutra,,,Centro derecha
2021.0,Pacífica,,,,,60.0,,,,
2021.0,Pacífica,,Igual,,,38.0,Neutra,,,
2021.0,Pacífica,Crimen organizado,Peor,,,34.0,Neutra,,,
2021.0,Pacífica,,,,,39.0,,,,
2021.0,Pacífica,,,,,33.0,,,,
2021.0,Central,,,,,30.0,,,,
2021.0,Oriental,,,,,28.0,,,,
2021.0,Atlántica,,,,,48.0,,,,
2021.0,Oriental,,,,,74.0,,,,
2021.0,Oriental,,,,,65.0,,,,
2021.0,Pacífica,Crimen organizado,Peor,,,59.0,Neutra,,,Centro derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,36.0,Negativa,,,Centro
2021.0,Bogotá,,,,,33.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,51.0,Negativa,,,
2021.0,Central,,,,,29.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,33.0,Negativa,,,
2021.0,Atlántica,Crimen organizado,Peor,,,50.0,Negativa,,,Centro derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,44.0,Positiva,,,Centro derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,56.0,Negativa,,,Izquierda
2021.0,Central,,,,,45.0,,,,
2021.0,Central,,,,,29.0,,,,
2021.0,Oriental,Crimen organizado,Igual,,,18.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,42.0,,,,
2021.0,Atlántica,,,,,77.0,,,,
2021.0,Oriental,,,,,20.0,,,,
2021.0,Atlántica,Guerrillas,Peor,,,31.0,Neutra,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,34.0,Negativa,,,
2021.0,Central,,,,,43.0,,,,
2021.0,Amazonia,,,,,33.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,44.0,Positiva,,,Derecha
2021.0,Oriental,Crimen organizado,Igual,,,24.0,Neutra,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,35.0,Positiva,,,Derecha
2021.0,Atlántica,,,,,31.0,,,,
2021.0,Atlántica,,,,,61.0,,,,
2021.0,Bogotá,Crimen organizado,Igual,,,75.0,Positiva,,,Derecha
2021.0,Central,,,,,50.0,,,,
2021.0,Central,,,,,22.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,27.0,Neutra,,,
2021.0,Atlántica,,,,,63.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,36.0,Positiva,,,Centro
2021.0,Pacífica,,,,,39.0,,,,
2021.0,Atlántica,Delincuentes comunes,Mejor,,,52.0,Positiva,,,Derecha
2021.0,Pacífica,Delincuentes comunes,Peor,,,25.0,Positiva,,,Derecha
2021.0,Atlántica,,,,,36.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,31.0,Negativa,,,
2021.0,Central,Crimen organizado,Peor,,,30.0,Negativa,,,Derecha
2021.0,Pacífica,,,,,19.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,29.0,Negativa,,,Derecha
2021.0,Oriental,,,,,55.0,,,,
2021.0,Atlántica,,Igual,,,33.0,Positiva,,,
2021.0,Central,,,,,28.0,,,,
2021.0,Pacífica,,,,,26.0,,,,
2021.0,Bogotá,,,,,38.0,,,,
2021.0,Bogotá,,,,,53.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,50.0,Positiva,,,
2021.0,Oriental,Guerrillas,Peor,,,33.0,Neutra,,,Derecha
2021.0,Central,,,,,56.0,,,,
2021.0,Central,,,,,53.0,,,,
2021.0,Atlántica,,,,,56.0,,,,
2021.0,Oriental,,,,,29.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,52.0,Neutra,,,Centro derecha
2021.0,Atlántica,,,,,37.0,,,,
2021.0,Pacífica,,,,,44.0,,,,
2021.0,Oriental,,,,,36.0,,,,
2021.0,Bogotá,Guerrillas,Igual,,,28.0,Neutra,,,Izquierda
2021.0,Bogotá,,,,,40.0,,,,
2021.0,Central,Delincuentes comunes,Igual,,,42.0,Positiva,,,
2021.0,Pacífica,Crimen organizado,Peor,,,48.0,Negativa,,,Centro
2021.0,Bogotá,Guerrillas,Peor,,,35.0,Neutra,,,Centro izquierda
2021.0,Atlántica,,,,,38.0,,,,
2021.0,Atlántica,,Peor,,,61.0,Neutra,,,
2021.0,Pacífica,,,,,50.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,31.0,Negativa,,,Izquierda
2021.0,Oriental,Guerrillas,Mejor,,,34.0,Negativa,,,Derecha
2021.0,Pacífica,Crimen organizado,Peor,,,36.0,Negativa,,,
2021.0,Bogotá,,,,,37.0,,,,
2021.0,Central,,,,,65.0,,,,
2021.0,Oriental,,Peor,,,56.0,Neutra,,,
2021.0,Oriental,,,,,58.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,51.0,Negativa,,,Derecha
2021.0,Oriental,,,,,28.0,,,,
2021.0,Pacífica,,,,,27.0,,,,
2021.0,Central,Crimen organizado,Peor,,,62.0,Neutra,,,Izquierda
2021.0,Oriental,,,,,51.0,,,,
2021.0,Central,,,,,54.0,,,,
2021.0,Atlántica,,,,,55.0,,,,
2021.0,Pacífica,,,,,29.0,,,,
2021.0,Oriental,,,,,30.0,,,,
2021.0,Central,,,,,25.0,,,,
2021.0,Central,,,,,33.0,,,,
2021.0,Oriental,,,,,46.0,,,,
2021.0,Pacífica,,,,,60.0,,,,
2021.0,Pacífica,,,,,27.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,21.0,Neutra,,,
2021.0,Oriental,,,,,26.0,,,,
2021.0,Oriental,Delincuentes comunes,Mejor,,,43.0,Negativa,,,
2021.0,Atlántica,Crimen organizado,Peor,,,30.0,Negativa,,,Izquierda
2021.0,Atlántica,Delincuentes comunes,Peor,,,39.0,Neutra,,,
2021.0,Pacífica,,,,,44.0,,,,
2021.0,Atlántica,Delincuentes comunes,Igual,,,41.0,Neutra,,,Derecha
2021.0,Oriental,Delincuentes comunes,Mejor,,,36.0,Positiva,,,Centro derecha
2021.0,Oriental,Guerrillas,Mejor,,,35.0,Positiva,,,Centro derecha
2021.0,,,,,,21.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,60.0,Neutra,,,
2021.0,Bogotá,Crimen organizado,Peor,,,80.0,Positiva,,,Centro derecha
2021.0,Oriental,,,,,36.0,,,,
2021.0,Oriental,,,,,55.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,44.0,Positiva,,,Derecha
2021.0,Atlántica,,Mejor,,,47.0,Positiva,,,
2021.0,Central,Delincuentes comunes,Igual,,,28.0,Neutra,,,Centro derecha
2021.0,Central,Delincuentes comunes,Peor,,,29.0,Neutra,,,Izquierda
2021.0,Oriental,,,,,40.0,,,,
2021.0,Central,,,,,22.0,,,,
2021.0,Oriental,Otros,Igual,,,50.0,Neutra,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,25.0,Negativa,,,Izquierda
2021.0,Central,Delincuentes comunes,Peor,,,28.0,Negativa,,,Centro izquierda
2021.0,Bogotá,,,,,53.0,,,,
2021.0,Atlántica,Guerrillas,Peor,,,33.0,Positiva,,,Centro derecha
2021.0,Pacífica,,,,,36.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,69.0,Negativa,,,
2021.0,Bogotá,,,,,27.0,,,,
2021.0,Amazonia,,,,,35.0,,,,
2021.0,Oriental,Otros,Peor,,,30.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,23.0,Neutra,,,Centro derecha
2021.0,Central,,,,,38.0,,,,
2021.0,Central,,,,,42.0,,,,
2021.0,Atlántica,,,,,22.0,,,,
2021.0,Oriental,Crimen organizado,Igual,,,38.0,Positiva,,,
2021.0,Bogotá,,,,,49.0,,,,
2021.0,Bogotá,,,,,39.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,37.0,Negativa,,,Izquierda
2021.0,Oriental,Crimen organizado,Peor,,,45.0,Positiva,,,Centro izquierda
2021.0,Atlántica,,,,,55.0,,,,
2021.0,Oriental,,Mejor,,,42.0,Positiva,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,51.0,Neutra,,,Derecha
2021.0,Oriental,Crimen organizado,Peor,,,38.0,Positiva,,,Centro derecha
2021.0,Oriental,,Mejor,,,37.0,Positiva,,,
2021.0,Oriental,Crimen organizado,Peor,,,22.0,Positiva,,,Centro
2021.0,Central,Delincuentes comunes,Peor,,,39.0,Positiva,,,
2021.0,Central,,,,,48.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,47.0,Positiva,,,
2021.0,Bogotá,Crimen organizado,Peor,,,44.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,52.0,,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Central,,,,,35.0,,,,
2021.0,Atlántica,Crimen organizado,Igual,,,68.0,Negativa,,,Centro derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,60.0,Neutra,,,Derecha
2021.0,Pacífica,Crimen organizado,Peor,,,43.0,Negativa,,,Centro
2021.0,Oriental,,,,,24.0,,,,
2021.0,Central,,,,,42.0,,,,
2021.0,Bogotá,,,,,30.0,,,,
2021.0,Central,,,,,31.0,,,,
2021.0,Bogotá,,,,,20.0,,,,
2021.0,Bogotá,Ninguno,Peor,,,40.0,Negativa,,,Centro
2021.0,Oriental,Delincuentes comunes,Peor,,,48.0,Neutra,,,
2021.0,Bogotá,Crimen organizado,Peor,,,53.0,Positiva,,,
2021.0,Atlántica,,,,,25.0,,,,
2021.0,Oriental,,,,,64.0,,,,
2021.0,Oriental,,,,,20.0,,,,
2021.0,Oriental,Guerrillas,Igual,,,49.0,Negativa,,,
2021.0,Bogotá,,,,,51.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,71.0,Neutra,,,
2021.0,Central,Delincuentes comunes,Peor,,,39.0,Neutra,,,Centro
2021.0,Atlántica,,,,,52.0,,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Bogotá,,,,,46.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,29.0,Positiva,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Mejor,,,43.0,Positiva,,,
2021.0,Central,Crimen organizado,Peor,,,54.0,Positiva,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,50.0,Neutra,,,
2021.0,Central,,,,,45.0,,,,
2021.0,Pacífica,,,,,20.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,43.0,Neutra,,,Centro derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,55.0,Neutra,,,
2021.0,Bogotá,,,,,38.0,,,,
2021.0,Pacífica,,,,,45.0,,,,
2021.0,Oriental,,,,,41.0,,,,
2021.0,Central,,,,,58.0,,,,
2021.0,Pacífica,,,,,55.0,,,,
2021.0,Central,,,,,31.0,,,,
2021.0,Oriental,,,,,26.0,,,,
2021.0,Pacífica,,,,,21.0,,,,
2021.0,Pacífica,Delincuentes comunes,Igual,,,55.0,Positiva,,,Derecha
2021.0,Central,Delincuentes comunes,Peor,,,48.0,Negativa,,,Centro izquierda
2021.0,Atlántica,Otros,Peor,,,56.0,Negativa,,,
2021.0,Pacífica,,,,,31.0,,,,
2021.0,Atlántica,,,,,60.0,,,,
2021.0,Bogotá,,,,,25.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,51.0,Negativa,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Pacífica,Crimen organizado,Peor,,,25.0,Negativa,,,Derecha
2021.0,Pacífica,Delincuentes comunes,Peor,,,46.0,Neutra,,,Derecha
2021.0,Atlántica,,,,,64.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,55.0,Positiva,,,Centro derecha
2021.0,Oriental,Guerrillas,Igual,,,22.0,Negativa,,,Centro derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,56.0,Neutra,,,Derecha
2021.0,,Crimen organizado,Peor,,,23.0,Positiva,,,Derecha
2021.0,Central,Delincuentes comunes,Peor,,,44.0,Neutra,,,Izquierda
2021.0,Atlántica,Delincuentes comunes,Igual,,,45.0,Neutra,,,
2021.0,Oriental,,,,,40.0,,,,
2021.0,Oriental,,,,,20.0,,,,
2021.0,Central,,,,,28.0,,,,
2021.0,Bogotá,,,,,55.0,,,,
2021.0,Atlántica,Guerrillas,Igual,,,51.0,Positiva,,,Derecha
2021.0,Oriental,,,,,56.0,,,,
2021.0,Bogotá,,,,,27.0,,,,
2021.0,Central,Crimen organizado,Peor,,,58.0,Positiva,,,Derecha
2021.0,Oriental,,,,,53.0,,,,
2021.0,Atlántica,Guerrillas,Peor,,,20.0,Negativa,,,Centro derecha
2021.0,Oriental,Crimen organizado,Peor,,,44.0,Negativa,,,Centro
2021.0,Bogotá,,,,,53.0,,,,
2021.0,,,,,,40.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,41.0,Negativa,,,Derecha
2021.0,Bogotá,,,,,50.0,,,,
2021.0,Amazonia,,,,,39.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,51.0,Neutra,,,
2021.0,Bogotá,,,,,43.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,53.0,Neutra,,,Centro derecha
2021.0,Bogotá,,,,,53.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Oriental,,,,,58.0,,,,
2021.0,Central,Delincuentes comunes,Igual,,,29.0,Positiva,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,52.0,Neutra,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,49.0,Negativa,,,
2021.0,Oriental,,,,,40.0,,,,
2021.0,Central,Crimen organizado,Peor,,,49.0,Positiva,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,52.0,Positiva,,,Izquierda
2021.0,Pacífica,Delincuentes comunes,Igual,,,31.0,Neutra,,,Centro derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,33.0,Positiva,,,
2021.0,Oriental,Guerrillas,Peor,,,32.0,Positiva,,,
2021.0,Bogotá,Guerrillas,Igual,,,70.0,Positiva,,,Centro
2021.0,Atlántica,,,,,30.0,,,,
2021.0,Bogotá,,,,,48.0,,,,
2021.0,Pacífica,,,,,45.0,,,,
2021.0,Central,,,,,50.0,,,,
2021.0,Oriental,,,,,48.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,44.0,Neutra,,,
2021.0,Oriental,Crimen organizado,Peor,,,38.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,20.0,Negativa,,,
2021.0,Oriental,,,,,24.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,30.0,Neutra,,,
2021.0,Central,,,,,39.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,30.0,Negativa,,,Centro izquierda
2021.0,Pacífica,,,,,41.0,,,,
2021.0,Atlántica,,,,,39.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,26.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,42.0,,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,50.0,Neutra,,,Centro derecha
2021.0,Atlántica,Crimen organizado,Peor,,,43.0,Positiva,,,Derecha
2021.0,Central,Guerrillas,Igual,,,35.0,Neutra,,,Derecha
2021.0,Central,Ninguno,Mejor,,,50.0,Neutra,,,Centro derecha
2021.0,Oriental,,,,,31.0,,,,
2021.0,Central,,,,,32.0,,,,
2021.0,Central,Crimen organizado,Peor,,,62.0,Positiva,,,
2021.0,Bogotá,,,,,34.0,,,,
2021.0,Atlántica,,,,,30.0,,,,
2021.0,Bogotá,,,,,43.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,31.0,Neutra,,,Derecha
2021.0,Atlántica,,,,,57.0,,,,
2021.0,Oriental,,,,,36.0,,,,
2021.0,Oriental,,,,,33.0,,,,
2021.0,Atlántica,Crimen organizado,Mejor,,,40.0,Neutra,,,
2021.0,Pacífica,,,,,42.0,,,,
2021.0,Pacífica,,,,,19.0,,,,
2021.0,Pacífica,,,,,56.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,29.0,Positiva,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,56.0,Negativa,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Igual,,,23.0,Positiva,,,
2021.0,Central,,,,,39.0,,,,
2021.0,Atlántica,,,,,28.0,,,,
2021.0,Amazonia,Guerrillas,Peor,,,31.0,Neutra,,,Izquierda
2021.0,Central,,,,,32.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,50.0,Positiva,,,Derecha
2021.0,Oriental,,,,,33.0,,,,
2021.0,Pacífica,,,,,21.0,,,,
2021.0,Pacífica,Crimen organizado,Igual,,,70.0,Positiva,,,Derecha
2021.0,Central,Delincuentes comunes,Igual,,,54.0,Positiva,,,Centro derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,25.0,Neutra,,,Centro
2021.0,Central,Crimen organizado,Peor,,,32.0,Positiva,,,Centro
2021.0,Bogotá,,,,,24.0,,,,
2021.0,Oriental,,,,,53.0,,,,
2021.0,Central,Guerrillas,Igual,,,20.0,Neutra,,,Izquierda
2021.0,Central,,,,,57.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,40.0,Negativa,,,Derecha
2021.0,Oriental,Guerrillas,Peor,,,52.0,Negativa,,,Izquierda
2021.0,Central,,,,,27.0,,,,
2021.0,Central,,,,,29.0,,,,
2021.0,Amazonia,,,,,34.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,49.0,Positiva,,,Derecha
2021.0,Oriental,,,,,28.0,,,,
2021.0,Central,Guerrillas,Igual,,,51.0,Positiva,,,Izquierda
2021.0,,Crimen organizado,Peor,,,55.0,Negativa,,,Derecha
2021.0,Bogotá,,,,,37.0,,,,
2021.0,Oriental,,,,,27.0,,,,
2021.0,Oriental,,,,,49.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,57.0,Positiva,,,Centro derecha
2021.0,Bogotá,,,,,29.0,,,,
2021.0,Bogotá,Delincuentes comunes,Igual,,,20.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,46.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,56.0,Positiva,,,Izquierda
2021.0,Oriental,,,,,57.0,,,,
2021.0,Bogotá,,,,,79.0,,,,
2021.0,Bogotá,,,,,31.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,71.0,Negativa,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,18.0,Positiva,,,
2021.0,Atlántica,,,,,38.0,,,,
2021.0,Amazonia,,,,,39.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,26.0,Neutra,,,
2021.0,Bogotá,,,,,46.0,,,,
2021.0,Atlántica,Crimen organizado,,,,42.0,Neutra,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,18.0,Positiva,,,
2021.0,Atlántica,,,,,55.0,,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,25.0,Neutra,,,Centro
2021.0,Central,Delincuentes comunes,Peor,,,29.0,Negativa,,,Izquierda
2021.0,Central,Delincuentes comunes,Igual,,,26.0,Positiva,,,
2021.0,Oriental,,Peor,,,39.0,Neutra,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,32.0,Negativa,,,Izquierda
2021.0,Central,Crimen organizado,Peor,,,34.0,Negativa,,,Centro
2021.0,Pacífica,,,,,44.0,,,,
2021.0,Amazonia,,,,,60.0,,,,
2021.0,Amazonia,,,,,41.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,23.0,Negativa,,,
2021.0,Atlántica,Crimen organizado,Peor,,,38.0,Negativa,,,
2021.0,Central,,Igual,,,40.0,Positiva,,,Centro
2021.0,Central,Delincuentes comunes,Peor,,,37.0,Neutra,,,
2021.0,,,,,,30.0,,,,
2021.0,Atlántica,Crimen organizado,Igual,,,77.0,Positiva,,,
2021.0,Pacífica,Crimen organizado,Igual,,,22.0,Neutra,,,Derecha
2021.0,Bogotá,,,,,27.0,,,,
2021.0,Oriental,,,,,57.0,,,,
2021.0,Oriental,,,,,54.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,27.0,Negativa,,,Izquierda
2021.0,Bogotá,,,,,42.0,,,,
2021.0,Central,Delincuentes comunes,Mejor,,,51.0,Neutra,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,62.0,Negativa,,,Centro izquierda
2021.0,Pacífica,,,,,47.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,42.0,Positiva,,,Centro derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,47.0,Negativa,,,
2021.0,Central,,,,,27.0,,,,
2021.0,Bogotá,,,,,46.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,18.0,Neutra,,,
2021.0,Bogotá,,,,,75.0,,,,
2021.0,Central,Crimen organizado,Peor,,,47.0,Positiva,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,72.0,Negativa,,,
2021.0,Atlántica,,,,,22.0,,,,
2021.0,Central,,,,,56.0,,,,
2021.0,Central,Crimen organizado,Peor,,,45.0,Negativa,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Peor,,,37.0,Neutra,,,Centro
2021.0,Oriental,,,,,54.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,42.0,Positiva,,,Izquierda
2021.0,Atlántica,Crimen organizado,Igual,,,57.0,Positiva,,,Izquierda
2021.0,Oriental,Delincuentes comunes,Peor,,,40.0,Negativa,,,Centro izquierda
2021.0,Central,,,,,49.0,,,,
2021.0,Atlántica,,,,,35.0,,,,
2021.0,Atlántica,,,,,51.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,32.0,Positiva,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,38.0,Neutra,,,Centro derecha
2021.0,Central,,,,,41.0,,,,
2021.0,Amazonia,,,,,21.0,,,,
2021.0,Atlántica,,Peor,,,60.0,,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,19.0,Neutra,,,
2021.0,Central,Crimen organizado,Peor,,,81.0,Negativa,,,Derecha
2021.0,Oriental,Delincuentes comunes,Igual,,,40.0,Positiva,,,Centro derecha
2021.0,,,,,,33.0,,,,
2021.0,Atlántica,,,,,54.0,,,,
2021.0,Pacífica,,Mejor,,,62.0,Positiva,,,Centro izquierda
2021.0,Bogotá,Delincuentes comunes,Peor,,,50.0,Positiva,,,
2021.0,Oriental,,,,,43.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,37.0,Positiva,,,Centro
2021.0,Bogotá,Delincuentes comunes,Peor,,,26.0,Neutra,,,Centro derecha
2021.0,Oriental,Guerrillas,Peor,,,25.0,Negativa,,,Centro
2021.0,Atlántica,,Igual,,,30.0,Positiva,,,Centro
2021.0,Oriental,Crimen organizado,Peor,,,56.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,28.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,43.0,Neutra,,,Izquierda
2021.0,Oriental,,,,,37.0,,,,
2021.0,Bogotá,Guerrillas,Igual,,,18.0,Negativa,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Igual,,,28.0,Neutra,,,Izquierda
2021.0,Central,,,,,25.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,57.0,Positiva,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,40.0,Neutra,,,
2021.0,Amazonia,,,,,46.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,30.0,Negativa,,,Izquierda
2021.0,Atlántica,,,,,31.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,52.0,Neutra,,,
2021.0,Central,Guerrillas,Peor,,,38.0,Positiva,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,37.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,61.0,Neutra,,,
2021.0,Atlántica,,,,,34.0,,,,
2021.0,Pacífica,Otros,Igual,,,30.0,Neutra,,,
2021.0,Oriental,,,,,41.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,64.0,Positiva,,,Centro
2021.0,Bogotá,,,,,57.0,,,,
2021.0,Atlántica,,,,,60.0,Positiva,,,
2021.0,Central,Ninguno,Peor,,,34.0,Negativa,,,Izquierda
2021.0,Atlántica,,,,,34.0,,,,
2021.0,Oriental,,,,,35.0,,,,
2021.0,Oriental,,,,,23.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,37.0,Positiva,,,Derecha
2021.0,Central,,,,,41.0,,,,
2021.0,Bogotá,Guerrillas,Igual,,,20.0,Negativa,,,Izquierda
2021.0,Bogotá,Crimen organizado,Peor,,,49.0,Neutra,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,58.0,Negativa,,,
2021.0,Central,,,,,53.0,,,,
2021.0,Central,,,,,43.0,,,,
2021.0,Central,Delincuentes comunes,Igual,,,35.0,Negativa,,,Centro
