year,estratopri,aoj21,colseg,ur,q1,q2,m1,trust,pr5,ideologia
2021.0,Oriental,Guerrillas,Peor,,,48.0,Negativa,,,
2021.0,Bogotá,Crimen organizado,Peor,,,40.0,Negativa,,,
2021.0,Central,,,,,68.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,52.0,Positiva,,,Centro derecha
2021.0,Central,Delincuentes comunes,Peor,,,23.0,Negativa,,,
2021.0,Central,Guerrillas,Peor,,,30.0,Positiva,,,Derecha
2021.0,Bogotá,Guerrillas,Peor,,,29.0,Negativa,,,Centro izquierda
2021.0,Atlántica,Delincuentes comunes,Igual,,,36.0,Neutra,,,Centro
2021.0,Pacífica,Delincuentes comunes,Peor,,,32.0,,,,
2021.0,Oriental,,,,,67.0,,,,
2021.0,Oriental,,,,,52.0,,,,
2021.0,Oriental,,,,,52.0,,,,
2021.0,Pacífica,,,,,43.0,,,,
2021.0,Atlántica,,,,,30.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,35.0,Negativa,,,Centro
2021.0,Atlántica,,Igual,,,31.0,Positiva,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,42.0,Neutra,,,Centro derecha
2021.0,Atlántica,,,,,19.0,,,,
2021.0,Central,,,,,66.0,,,,
2021.0,Amazonia,,Peor,,,40.0,Neutra,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,22.0,Negativa,,,Derecha
2021.0,Bogotá,Crimen organizado,Peor,,,18.0,Negativa,,,Centro derecha
2021.0,Oriental,,,,,32.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,46.0,Neutra,,,
2021.0,Atlántica,,,,,51.0,,,,
2021.0,Oriental,,,,,48.0,,,,
2021.0,Oriental,,,,,65.0,,,,
2021.0,Atlántica,,,,,47.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,26.0,Neutra,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,26.0,Negativa,,,Derecha
2021.0,Pacífica,,,,,33.0,,,,
2021.0,Bogotá,,,,,32.0,,,,
2021.0,Bogotá,,,,,63.0,,,,
2021.0,Atlántica,,,,,27.0,,,,
2021.0,Pacífica,,,,,28.0,,,,
2021.0,Oriental,,,,,55.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,38.0,Positiva,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,29.0,Negativa,,,
2021.0,Central,,,,,58.0,,,,
2021.0,Central,,,,,50.0,,,,
2021.0,Oriental,Otros,Peor,,,39.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,57.0,,,,
2021.0,Central,Delincuentes comunes,Igual,,,28.0,Neutra,,,
2021.0,Pacífica,,,,,40.0,,,,
2021.0,Oriental,,,,,59.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,36.0,Positiva,,,Centro derecha
2021.0,Bogotá,Delincuentes comunes,Igual,,,60.0,,,,
2021.0,Bogotá,Crimen organizado,Igual,,,29.0,Negativa,,,Izquierda
2021.0,Central,Otros,Peor,,,29.0,Neutra,,,
2021.0,Central,Crimen organizado,Peor,,,44.0,Neutra,,,Izquierda
2021.0,Oriental,Crimen organizado,Peor,,,30.0,Negativa,,,
2021.0,Oriental,Crimen organizado,Peor,,,29.0,Negativa,,,Izquierda
2021.0,Bogotá,,,,,22.0,,,,
2021.0,Central,Crimen organizado,Peor,,,40.0,Neutra,,,
2021.0,Central,Delincuentes comunes,Peor,,,59.0,Positiva,,,Izquierda
2021.0,Oriental,Crimen organizado,Peor,,,63.0,,,,
2021.0,Oriental,Delincuentes comunes,Mejor,,,42.0,Neutra,,,Derecha
2021.0,Oriental,,,,,21.0,,,,
2021.0,Bogotá,,Peor,,,54.0,Negativa,,,Centro derecha
2021.0,Central,,,,,60.0,,,,
2021.0,Oriental,,,,,42.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,23.0,Negativa,,,Derecha
2021.0,Bogotá,,,,,40.0,,,,
2021.0,Oriental,,,,,22.0,,,,
2021.0,Atlántica,,,,,53.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,37.0,Neutra,,,Izquierda
2021.0,Atlántica,,,,,65.0,,,,
2021.0,Pacífica,,,,,47.0,,,,
2021.0,Bogotá,,,,,20.0,,,,
2021.0,Oriental,Otros,Peor,,,53.0,Negativa,,,Izquierda
2021.0,Oriental,Otros,Igual,,,54.0,Neutra,,,
2021.0,Central,,,,,28.0,,,,
2021.0,Oriental,,,,,34.0,,,,
2021.0,Atlántica,Delincuentes comunes,Igual,,,20.0,Negativa,,,
2021.0,Oriental,,,,,19.0,,,,
2021.0,Bogotá,,,,,47.0,,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Bogotá,,,,,50.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,20.0,Positiva,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Igual,,,47.0,Neutra,,,Derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,49.0,,,,Derecha
2021.0,Bogotá,,,,,19.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Bogotá,,,,,21.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,19.0,Negativa,,,Derecha
2021.0,Central,Delincuentes comunes,Peor,,,49.0,Negativa,,,Derecha
2021.0,Bogotá,Crimen organizado,Peor,,,43.0,Negativa,,,
2021.0,Pacífica,Delincuentes comunes,Peor,,,36.0,Neutra,,,Izquierda
2021.0,Bogotá,,,,,23.0,,,,
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Central,Crimen organizado,Igual,,,46.0,Negativa,,,
2021.0,Bogotá,Crimen organizado,Peor,,,19.0,Negativa,,,Centro derecha
2021.0,Central,,,,,33.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Bogotá,,,,,21.0,,,,
2021.0,Pacífica,,,,,56.0,,,,
2021.0,Central,,,,,64.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Bogotá,Guerrillas,Peor,,,58.0,Positiva,,,Izquierda
2021.0,Bogotá,,,,,21.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,28.0,Negativa,,,Centro izquierda
2021.0,Bogotá,,,,,56.0,,,,
2021.0,Bogotá,Guerrillas,Igual,,,18.0,Neutra,,,Centro
2021.0,Atlántica,,,,,20.0,,,,
2021.0,Bogotá,Guerrillas,Peor,,,20.0,Negativa,,,
2021.0,Bogotá,Crimen organizado,Peor,,,18.0,Negativa,,,Derecha
2021.0,Atlántica,,,,,48.0,,,,
2021.0,Central,,,,,31.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,50.0,Negativa,,,Izquierda
2021.0,Bogotá,Guerrillas,Mejor,,,33.0,Negativa,,,Derecha
2021.0,Atlántica,,,,,29.0,,,,
2021.0,Bogotá,,,,,24.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Bogotá,,,,,30.0,,,,
2021.0,Bogotá,Guerrillas,Peor,,,34.0,Neutra,,,Centro izquierda
2021.0,Amazonia,,,,,40.0,,,,
2021.0,Atlántica,,,,,45.0,,,,
2021.0,Central,,,,,71.0,,,,
2021.0,Bogotá,,,,,21.0,,,,
2021.0,Bogotá,,,,,22.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,20.0,Negativa,,,Centro
2021.0,Atlántica,,,,,36.0,,,,
2021.0,Pacífica,,,,,57.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,49.0,Negativa,,,
2021.0,Bogotá,,,,,51.0,,,,
2021.0,Bogotá,,,,,34.0,,,,
2021.0,Bogotá,,,,,22.0,,,,
2021.0,Bogotá,,,,,20.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,20.0,Negativa,,,Centro izquierda
2021.0,Atlántica,,,,,20.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,45.0,Negativa,,,Izquierda
2021.0,Central,,,,,38.0,,,,
2021.0,Central,,,,,29.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Bogotá,,,,,23.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,19.0,Negativa,,,Derecha
2021.0,Central,,,,,36.0,,,,
2021.0,Bogotá,,,,,31.0,,,,
2021.0,Bogotá,,,,,18.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,43.0,Positiva,,,Derecha
2021.0,Bogotá,,,,,76.0,,,,
2021.0,Bogotá,,,,,27.0,,,,
2021.0,Central,,,,,24.0,,,,
2021.0,Bogotá,,,,,29.0,,,,
2021.0,Oriental,,,,,29.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,50.0,Negativa,,,Izquierda
2021.0,Bogotá,Guerrillas,Peor,,,18.0,Negativa,,,
2021.0,Bogotá,Guerrillas,Peor,,,18.0,Negativa,,,Centro derecha
2021.0,Pacífica,,,,,41.0,,,,
2021.0,Atlántica,,,,,60.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,31.0,Neutra,,,Derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,40.0,Neutra,,,Centro
2021.0,Bogotá,,,,,47.0,,,,
2021.0,Bogotá,,,,,20.0,,,,
2021.0,Oriental,,,,,35.0,,,,
2021.0,Atlántica,,,,,31.0,,,,
2021.0,Bogotá,,,,,40.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,20.0,Negativa,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,39.0,Negativa,,,
2021.0,Bogotá,Otros,Peor,,,41.0,Negativa,,,
2021.0,Bogotá,Guerrillas,Igual,,,18.0,Negativa,,,
2021.0,Oriental,Otros,Peor,,,55.0,,,,
2021.0,Bogotá,,,,,24.0,,,,
2021.0,Oriental,,,,,42.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,22.0,Negativa,,,Centro derecha
2021.0,Bogotá,,,,,29.0,,,,
2021.0,Oriental,,,,,20.0,,,,
2021.0,Pacífica,Crimen organizado,Igual,,,23.0,Positiva,,,Centro derecha
2021.0,Amazonia,Crimen organizado,Peor,,,45.0,Negativa,,,
2021.0,Bogotá,,,,,21.0,,,,
2021.0,Bogotá,,,,,27.0,,,,
2021.0,Oriental,,,,,34.0,,,,
2021.0,Central,,,,,35.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,43.0,Neutra,,,Centro derecha
2021.0,Central,Delincuentes comunes,Peor,,,28.0,Neutra,,,Centro
2021.0,Atlántica,Delincuentes comunes,Peor,,,28.0,Neutra,,,
2021.0,,,,,,19.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,32.0,Negativa,,,Izquierda
2021.0,Oriental,Guerrillas,Peor,,,50.0,Neutra,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,47.0,Neutra,,,
2021.0,Oriental,,,,,35.0,,,,
2021.0,Central,Crimen organizado,Peor,,,55.0,Positiva,,,
2021.0,Atlántica,,,,,32.0,,,,
2021.0,Bogotá,,,,,32.0,,,,
2021.0,Atlántica,Guerrillas,Igual,,,57.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,22.0,Neutra,,,Centro izquierda
2021.0,Atlántica,Delincuentes comunes,Peor,,,66.0,Neutra,,,
2021.0,Atlántica,,,,,39.0,,,,
2021.0,Bogotá,,,,,70.0,,,,
2021.0,Bogotá,,,,,29.0,,,,
2021.0,Bogotá,,,,,56.0,,,,
2021.0,Atlántica,Guerrillas,Peor,,,54.0,Neutra,,,Derecha
2021.0,Central,Delincuentes comunes,Mejor,,,43.0,Neutra,,,
2021.0,Pacífica,Otros,Peor,,,30.0,Negativa,,,
2021.0,Pacífica,Crimen organizado,Peor,,,32.0,Negativa,,,Izquierda
2021.0,Central,,,,,48.0,,,,
2021.0,Pacífica,,,,,62.0,,,,
2021.0,Bogotá,,,,,29.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,25.0,Negativa,,,
2021.0,Oriental,,,,,44.0,,,,
2021.0,Oriental,Crimen organizado,Peor,,,35.0,Neutra,,,Centro izquierda
2021.0,Bogotá,Crimen organizado,Peor,,,29.0,Negativa,,,
2021.0,Oriental,,,,,33.0,,,,
2021.0,Amazonia,Delincuentes comunes,Peor,,,31.0,Negativa,,,
2021.0,Oriental,Crimen organizado,Peor,,,51.0,Neutra,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,56.0,Neutra,,,Centro derecha
2021.0,Pacífica,Otros,Peor,,,27.0,Negativa,,,Izquierda
2021.0,Oriental,Crimen organizado,Peor,,,38.0,Neutra,,,Centro izquierda
2021.0,Central,,Peor,,,74.0,Neutra,,,
2021.0,Central,,,,,78.0,,,,
2021.0,Central,,,,,53.0,,,,
2021.0,Central,Crimen organizado,Igual,,,48.0,Neutra,,,Izquierda
2021.0,Central,Delincuentes comunes,Peor,,,63.0,Neutra,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Peor,,,56.0,Negativa,,,
2021.0,Bogotá,Crimen organizado,Igual,,,53.0,Negativa,,,
2021.0,,,,,,32.0,,,,
2021.0,Bogotá,,Peor,,,57.0,Negativa,,,
2021.0,Bogotá,,,,,57.0,,,,
2021.0,Oriental,,,,,38.0,Positiva,,,
2021.0,Central,,,,,38.0,,,,
2021.0,Atlántica,,,,,53.0,,,,
2021.0,Atlántica,,,,,36.0,,,,
2021.0,Atlántica,,,,,35.0,,,,
2021.0,Amazonia,,,,,56.0,,,,
2021.0,Bogotá,,,,,55.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,31.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Igual,,,57.0,Negativa,,,Centro derecha
2021.0,Bogotá,Delincuentes comunes,Peor,,,50.0,Positiva,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,37.0,Negativa,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,32.0,Negativa,,,
2021.0,Central,,,,,45.0,,,,
2021.0,Atlántica,Delincuentes comunes,Peor,,,47.0,Neutra,,,Derecha
2021.0,Oriental,Delincuentes comunes,Peor,,,20.0,Neutra,,,Centro
2021.0,Oriental,,,,,43.0,,,,
2021.0,Pacífica,,,,,54.0,,,,
2021.0,Bogotá,,,,,25.0,,,,
2021.0,Central,,,,,59.0,,,,
2021.0,Pacífica,,,,,59.0,,,,
2021.0,Bogotá,,,,,34.0,,,,
2021.0,Bogotá,,,,,23.0,,,,
2021.0,Atlántica,Ninguno,Peor,,,53.0,Neutra,,,Izquierda
2021.0,Bogotá,Delincuentes comunes,Peor,,,36.0,Negativa,,,Centro derecha
2021.0,Pacífica,Delincuentes comunes,Peor,,,59.0,Negativa,,,
2021.0,Oriental,,,,,20.0,,,,
2021.0,Oriental,,,,,37.0,,,,
2021.0,Central,Guerrillas,Peor,,,24.0,Negativa,,,Izquierda
2021.0,Oriental,,,,,48.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,56.0,Neutra,,,Derecha
2021.0,Central,,Peor,,,34.0,Positiva,,,Izquierda
2021.0,Central,,,,,56.0,,,,
2021.0,Pacífica,,,,,32.0,,,,
2021.0,Central,,Igual,,,38.0,Neutra,,,
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Atlántica,,,,,32.0,,,,
2021.0,Pacífica,Guerrillas,Peor,,,42.0,Positiva,,,Centro derecha
2021.0,Oriental,Otros,Peor,,,40.0,Negativa,,,
2021.0,Central,,Peor,,,73.0,Negativa,,,
2021.0,Amazonia,Crimen organizado,Peor,,,50.0,Negativa,,,
2021.0,Atlántica,,,,,43.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,28.0,Negativa,,,Centro izquierda
2021.0,Pacífica,Crimen organizado,Peor,,,43.0,Negativa,,,
2021.0,Central,,,,,56.0,,,,
2021.0,Amazonia,,,,,35.0,,,,
2021.0,Oriental,,,,,18.0,,,,
2021.0,Oriental,Delincuentes comunes,Peor,,,53.0,Neutra,,,
2021.0,Atlántica,,,,,23.0,,,,
2021.0,Central,,,,,45.0,,,,
2021.0,Bogotá,Delincuentes comunes,Peor,,,43.0,Negativa,,,
2021.0,Atlántica,,,,,35.0,,,,
2021.0,Central,,,,,44.0,,,,
2021.0,Bogotá,,,,,36.0,,,,
2021.0,Bogotá,,,,,33.0,,,,
2021.0,Bogotá,,,,,38.0,,,,
2021.0,Oriental,,,,,50.0,,,,
2021.0,Pacífica,,,,,41.0,,,,
2021.0,Central,,,,,33.0,,,,
2021.0,Bogotá,Crimen organizado,Peor,,,32.0,Negativa,,,Izquierda
2021.0,Central,,,,,19.0,,,,
2021.0,Central,Crimen organizado,Peor,,,52.0,Negativa,,,Centro
2021.0,Central,,,,,35.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,31.0,Negativa,,,Centro
2021.0,Central,,,,,19.0,,,,
2021.0,Central,Delincuentes comunes,Peor,,,30.0,Neutra,,,
2021.0,Central,,,,,36.0,,,,
2021.0,Atlántica,,,,,37.0,,,,
2021.0,Oriental,Guerrillas,Peor,,,32.0,Positiva,,,Derecha
2021.0,Atlántica,Delincuentes comunes,Peor,,,30.0,Neutra,,,Centro izquierda
2021.0,Central,,,,,20.0,,,,
2021.0,Atlántica,Crimen organizado,Peor,,,57.0,Negativa,,,Izquierda
2021.0,Atlántica,Delincuentes comunes,Peor,,,45.0,Positiva,,,Centro derecha
2021.0,Oriental,,,,,38.0,,,,
2021.0,Atlántica,,,,,34.0,,,,
2021.0,Central,,,,,57.0,,,,
2021.0,Pacífica,Crimen organizado,Igual,,,65.0,Positiva,,,
2021.0,Central,Guerrillas,Peor,,,42.0,Positiva,,,Izquierda
2025.0,Central,Crimen organizado,Peor,Urbano,Mujer,22.0,Negativa,4.0,3.0,Derecha
2025.0,Central,Crimen organizado,Igual,Rural,Hombre,80.0,Neutra,7.0,6.0,Derecha
2025.0,Central,Guerrillas,Peor,Rural,Mujer,24.0,Neutra,6.0,5.0,Izquierda
2025.0,Central,Otros,Mejor,Rural,Hombre,74.0,Positiva,3.0,3.0,Centro izquierda
2025.0,Central,Crimen organizado,Igual,Rural,Mujer,33.0,Neutra,5.0,4.0,Centro
2025.0,Central,Crimen organizado,Igual,Urbano,Hombre,36.0,Positiva,6.0,,Izquierda
2025.0,Central,Crimen organizado,Igual,Rural,Mujer,32.0,Neutra,3.0,2.0,Centro
2025.0,Central,Crimen organizado,Igual,Urbano,Hombre,19.0,Negativa,2.0,2.0,Centro izquierda
2025.0,Central,Delincuentes comunes,Peor,Urbano,Hombre,26.0,Neutra,5.0,5.0,Derecha
2025.0,Central,Guerrillas,Peor,Rural,Mujer,43.0,Negativa,1.0,1.0,
2025.0,Central,Crimen organizado,Igual,Urbano,Hombre,32.0,Neutra,7.0,3.0,Centro
2025.0,Central,Crimen organizado,,Rural,Mujer,59.0,Neutra,6.0,5.0,Centro
2025.0,Central,Guerrillas,Igual,Urbano,Hombre,19.0,Negativa,4.0,4.0,Centro
2025.0,Central,Fuerzas de seguridad,Peor,Rural,Hombre,32.0,Positiva,1.0,1.0,Centro
2025.0,Central,Delincuentes comunes,Igual,Rural,Mujer,27.0,Positiva,7.0,7.0,Derecha
2025.0,Central,Ninguno,Peor,Rural,Mujer,68.0,Positiva,6.0,7.0,Izquierda
2025.0,Central,Crimen organizado,Igual,Urbano,Hombre,21.0,Neutra,4.0,3.0,Centro izquierda
2025.0,Central,Guerrillas,Peor,Urbano,Hombre,46.0,Positiva,5.0,4.0,
2025.0,Central,Guerrillas,Mejor,Urbano,Mujer,53.0,Positiva,6.0,6.0,Centro derecha
2025.0,Central,Delincuentes comunes,Mejor,Rural,Hombre,43.0,Positiva,4.0,,Centro izquierda
2025.0,Central,Crimen organizado,Peor,Urbano,Hombre,48.0,Neutra,7.0,7.0,Centro
2025.0,Central,Crimen organizado,Mejor,Urbano,Mujer,45.0,Neutra,6.0,6.0,Centro
2025.0,Central,Crimen organizado,Peor,Rural,Mujer,22.0,Positiva,3.0,3.0,Izquierda
2025.0,Central,Guerrillas,Igual,Urbano,Mujer,84.0,Neutra,7.0,,Centro
2025.0,Atlántica,Delincuentes comunes,Igual,Urbano,Hombre,21.0,Positiva,5.0,4.0,Centro
2025.0,Atlántica,Crimen organizado,Igual,Urbano,Mujer,19.0,Positiva,1.0,,Centro
2025.0,Atlántica,Delincuentes comunes,Igual,Rural,Mujer,38.0,Positiva,,,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Mujer,39.0,Positiva,3.0,3.0,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Hombre,41.0,Positiva,2.0,,Centro izquierda
2025.0,Atlántica,Delincuentes comunes,Igual,Urbano,Mujer,22.0,Neutra,,,Izquierda
2025.0,Atlántica,,Igual,Urbano,Mujer,28.0,Positiva,,,Centro izquierda
2025.0,Atlántica,,,Urbano,Hombre,19.0,Positiva,2.0,2.0,Centro izquierda
2025.0,Atlántica,,Mejor,Urbano,Hombre,66.0,Positiva,1.0,,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Mujer,37.0,Positiva,,,Centro
2025.0,Atlántica,Delincuentes comunes,Igual,Urbano,Hombre,51.0,Positiva,,1.0,Izquierda
2025.0,Atlántica,,Mejor,Urbano,Mujer,36.0,Positiva,,2.0,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Hombre,76.0,Positiva,,,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Hombre,76.0,Positiva,3.0,,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Mujer,39.0,Positiva,3.0,4.0,Centro izquierda
2025.0,Atlántica,,Igual,Urbano,Mujer,71.0,Positiva,2.0,,Centro izquierda
2025.0,Atlántica,Delincuentes comunes,,Urbano,Hombre,62.0,Positiva,4.0,2.0,Centro izquierda
2025.0,Atlántica,Ninguno,,Urbano,Mujer,22.0,Positiva,3.0,,Izquierda
2025.0,Atlántica,Delincuentes comunes,Igual,Urbano,Hombre,33.0,Positiva,2.0,1.0,Centro izquierda
2025.0,Atlántica,Crimen organizado,Mejor,Urbano,Hombre,22.0,Positiva,3.0,2.0,Izquierda
2025.0,Atlántica,,Peor,Urbano,Hombre,28.0,Positiva,3.0,,Centro izquierda
2025.0,Atlántica,Delincuentes comunes,Igual,Urbano,Hombre,62.0,Positiva,3.0,1.0,Izquierda
2025.0,Atlántica,Delincuentes comunes,Mejor,Urbano,Hombre,32.0,Positiva,5.0,2.0,Izquierda
2025.0,Atlántica,,Igual,Urbano,Hombre,44.0,Positiva,4.0,4.0,Centro izquierda
2025.0,Atlántica,Guerrillas,Mejor,Urbano,Mujer,57.0,Positiva,,3.0,Centro izquierda
2025.0,Oriental,Delincuentes comunes,Peor,Urbano,Mujer,28.0,Neutra,4.0,4.0,Centro
2025.0,Oriental,Delincuentes comunes,Mejor,Urbano,Hombre,21.0,Positiva,4.0,,Centro
2025.0,Oriental,Delincuentes comunes,Mejor,Urbano,Mujer,29.0,Positiva,7.0,5.0,Centro izquierda
2025.0,Oriental,Guerrillas,Peor,Urbano,Hombre,77.0,Positiva,7.0,7.0,Centro
2025.0,Oriental,Fuerzas de seguridad,Peor,Urbano,Hombre,40.0,Positiva,1.0,1.0,Derecha
2025.0,Oriental,Guerrillas,Peor,Urbano,Mujer,85.0,Negativa,4.0,5.0,Derecha
2025.0,Oriental,Delincuentes comunes,Peor,Urbano,Mujer,35.0,Positiva,3.0,5.0,Centro izquierda
2025.0,Oriental,Guerrillas,Peor,Urbano,Mujer,43.0,Negativa,6.0,6.0,Derecha
2025.0,Oriental,Guerrillas,Peor,Urbano,Mujer,39.0,Negativa,7.0,7.0,Izquierda
2025.0,Oriental,Crimen organizado,Igual,Urbano,Hombre,33.0,Positiva,2.0,2.0,Centro izquierda
2025.0,Oriental,Guerrillas,Peor,Urbano,Mujer,32.0,Neutra,7.0,7.0,Centro
2025.0,Oriental,,Peor,Urbano,Mujer,59.0,Negativa,6.0,4.0,
2025.0,Oriental,Crimen organizado,Peor,Urbano,Hombre,44.0,Negativa,4.0,2.0,Centro derecha
2025.0,Oriental,Crimen organizado,Peor,Urbano,Mujer,27.0,Neutra,3.0,5.0,Centro derecha
2025.0,Oriental,Guerrillas,Peor,Urbano,Hombre,29.0,Neutra,5.0,,Centro
2025.0,Oriental,Guerrillas,Peor,Urbano,Hombre,46.0,Positiva,4.0,5.0,Derecha
2025.0,Oriental,Crimen organizado,Peor,Urbano,Mujer,21.0,Positiva,4.0,4.0,Centro
2025.0,Oriental,Crimen organizado,Igual,Urbano,Hombre,46.0,Positiva,4.0,4.0,Derecha
2025.0,Oriental,Delincuentes comunes,Peor,Urbano,Hombre,61.0,Positiva,4.0,5.0,Centro izquierda
2025.0,Oriental,Crimen organizado,Igual,Urbano,Hombre,28.0,Positiva,4.0,2.0,Centro izquierda
2025.0,Oriental,Delincuentes comunes,Igual,Urbano,Mujer,46.0,Positiva,4.0,4.0,Centro
2025.0,Oriental,Guerrillas,Peor,Urbano,Mujer,50.0,Neutra,6.0,6.0,Centro izquierda
2025.0,Oriental,Crimen organizado,Igual,Urbano,Hombre,23.0,Positiva,1.0,4.0,Izquierda
2025.0,Oriental,Guerrillas,Igual,Urbano,Hombre,35.0,Neutra,6.0,6.0,Centro derecha
2025.0,Atlántica,Crimen organizado,,Urbano,Mujer,20.0,,2.0,,
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,66.0,Positiva,2.0,3.0,Izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,30.0,Negativa,4.0,3.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,45.0,Neutra,4.0,3.0,
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Hombre,45.0,Positiva,3.0,3.0,Centro
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Mujer,42.0,Neutra,7.0,5.0,Izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,37.0,Negativa,1.0,2.0,Derecha
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,52.0,Positiva,5.0,4.0,Centro izquierda
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Mujer,42.0,Negativa,7.0,7.0,Centro derecha
2025.0,Atlántica,Delincuentes comunes,Peor,Urbano,Mujer,25.0,Neutra,1.0,3.0,
2025.0,Atlántica,Guerrillas,Peor,Urbano,Mujer,18.0,Negativa,5.0,6.0,Centro
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,56.0,Positiva,4.0,4.0,Centro derecha
2025.0,Atlántica,Fuerzas de seguridad,Peor,Urbano,Mujer,47.0,Negativa,2.0,1.0,Izquierda
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,44.0,Neutra,1.0,1.0,Derecha
2025.0,Atlántica,Crimen organizado,Igual,Urbano,Hombre,45.0,Positiva,2.0,1.0,Centro
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,30.0,Neutra,3.0,3.0,Centro
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,63.0,Negativa,1.0,1.0,Centro
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Mujer,25.0,Positiva,7.0,7.0,Centro izquierda
2025.0,Atlántica,Guerrillas,Peor,Urbano,Hombre,29.0,Negativa,5.0,3.0,Centro derecha
2025.0,Atlántica,Crimen organizado,Mejor,Urbano,Hombre,50.0,Positiva,2.0,3.0,Derecha
2025.0,Atlántica,Guerrillas,Peor,Urbano,Mujer,49.0,Neutra,4.0,,Centro
2025.0,Atlántica,Crimen organizado,Peor,Urbano,Hombre,23.0,Positiva,5.0,5.0,Centro
2025.0,Atlántica,Guerrillas,Peor,Urbano,Hombre,43.0,Negativa,7.0,7.0,Izquierda
2025.0,Atlántica,Crimen organizado,Igual,Urbano,Hombre,70.0,Neutra,4.0,4.0,Centro derecha
